longitude,latitude,Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,Year
-116.16257104759642,37.02130569333908,NV3701011608020200727,8740D826-4C23-464F-92CC-F60CBC691204,AREA-16,Wildfire,10020223,MTBS,Initial,3006,37.025,-116.159,2020-07-27,804003420200712,804003420200728,,17,7,-970,-150,40,9999,9999,No high or moderate severity was identified.  Burn scar was in low biomass area.,2020
-120.4326260668793,35.39516571852229,CA3541612045620200801,0D9DCF27-F7DB-4ACB-A33D-099CE2617449,POND,Wildfire,10020375,MTBS,Initial,2041,35.391,-120.432,2020-08-01,804303520200717,804303520200818,,5,25,-970,-150,55,305,565,,2020
-119.61126236544781,37.84109410496151,CA3781211964620200725,9D6C7514-519B-44A6-BB26-9B61B2F176F2,BLUEJAY,Wildfire,10020409,MTBS,Extended,7016,37.842,-119.606,2020-07-25,804303420200701,804303420210704,,-2,36,-970,-150,45,257,500,"NIFS from 10/21 with minor edits.
Area in NW that has high severity is a lower biomass area.  However, could not get rid of high severity areas in perimeter.",2020
-113.87412979157533,35.0171323566386,AZ3500811387920200817,64F621C2-F9F1-4670-9B3D-A6CA56690488,RIDGE,Wildfire,10020460,MTBS,Extended,3036,35.016,-113.874,2020-08-17,803803620200425,803803620210428,,49,17,-970,-150,90,290,530,,2020
-119.27589690940444,37.33324157165473,CA3720111927220200905,33CBB9DC-6983-4F47-B821-9C9A6CAC381D,CREEK,Wildfire,10020469,MTBS,Extended,381441,37.317,-119.214,2020-09-05,804203420200827,804203420210830,,36,36,-970,-150,65,324,610,,2020
-118.5439060238077,36.21877025787376,CA3616111845220200819,4CE00061-B897-49DC-8839-D08E040FF65D,CASTLE,Wildfire,10020558,MTBS,Extended,174424,36.234,-118.574,2020-08-19,804103520200804,804103520210807,804103520201023,52,36,-970,-150,90,310,630,Used modified NIFC perimeter.,2020
-118.41535320532253,36.42972673068161,CA3642011844820200816,82728166-E47A-49A5-94F6-49B65894EECD,RATTLESNAKE,Wildfire,10020559,MTBS,Extended,9090,36.44,-118.417,2020-08-16,804103520200804,804103520210807,804103520201023,16,34,-970,-150,70,315,590,,2020
-120.70676312211481,38.071002151730944,CA3808512073320200616,F55DF3A6-DB93-4EEE-A3FC-7387C6E8F760,WALKER,Wildfire,10020639,MTBS,Initial,1548,38.071,-120.709,2020-06-16,804303420190629,804303420200701,804303420200701,64,18,-970,-150,100,267,480,High severity areas were identified in extended imagery.,2020
-121.16357543024391,37.047708342060936,CA3706812121320200628,3572B770-DBB0-4997-8934-49FED0657B01,PASS,Wildfire,10020640,MTBS,Initial,2250,37.048,-121.166,2020-06-28,804303420190629,804303420200701,,55,31,-970,-150,90,9999,9999,No high or moderate severity was identified.,2020
-120.75262330517845,37.997775062562084,CA3802612076120200818,9E8E9A8D-BAC5-416B-9386-41F803BF52C3,SALT,Wildfire,10020647,MTBS,Initial,1869,37.996,-120.752,2020-08-18,804303420200818,804303420200903,,2,14,-970,-150,40,350,9999,"No high severity was identified, only a limited amount of moderate severity.",2020
-120.27149787120344,37.78682020378571,CA3780512029420200820,F4F886BF-83AE-426C-939B-879D997A9EC5,MOC,Wildfire,10020655,MTBS,Initial,3152,37.788,-120.268,2020-08-20,804303420200818,804303420200903,804303420200903,8,12,-970,-150,50,340,650,High severity was identified in extended imagery.,2020
-122.01727348003406,38.47414831713714,CA3847012204820200606,7A0C1344-5E9F-4327-945A-0A93F913F4F9,QUAIL,Wildfire,10020658,MTBS,Initial,1843,38.475,-122.019,2020-06-06,804403320200606,804403320200622,,-15,22,-970,-150,40,9999,9999,No high or moderate severity was identified.,2020
-121.15449346412248,38.56727151208502,CA3852112120220200612,A2E9EF53-43C2-4BBE-9CEF-DDF85A481D7A,GRANT,Wildfire,10020664,MTBS,Initial,5188,38.569,-121.158,2020-06-12,804403320200606,804403320200622,,-13,20,-970,-150,40,9999,9999,No high or moderate severity was identified.,2020
-121.3327308477769,39.37476111260903,CA3938112133120200909,1E4A0681-76DE-459B-B08A-EE73C0E6642B,WILLOW,Wildfire,10020675,MTBS,Initial,1305,39.373,-121.332,2020-09-09,804403320191010,804403320201012,,64,34,-970,-150,115,9999,9999,No high or moderate severity was identified.,2020
-119.95652146197905,39.77668096602124,NV3974111996820201005,A3E0E911-3411-46A6-8928-97727DB86BB9,BACCARAT,Wildfire,10020676,MTBS,Initial,10154,39.773,-119.956,2020-10-05,804303220200919,804303220201021,,-37,8,-970,-150,15,350,9999,"No high severity was identified, only a limited amount of moderate severity in higher biomass areas.",2020
-120.08715306224613,40.066341123522186,CA4003412011520201117,640FD5AB-A721-41FB-97AF-64D45210D561,LAURA 2,Wildfire,10020677,MTBS,Initial,3098,40.064,-120.081,2020-11-17,B11TKE20201105_30m,A11TKE20201120_30m,,-22,19,-970,-150,10,9999,9999,No high or moderate severity was identified.,2020
-122.78200092042778,42.25141732841627,OR4220112270220200908,F45088F4-91BE-46E1-9567-164F8ADDB5AF,ALMEDA DRIVE,Wildfire,10020725,MTBS,Initial,3041,42.251,-122.779,2020-09-08,B10TEM20200830_30m,B10TEM20200909_30m,,31,20,-970,-150,90,9999,9999,No high or moderate severity was identified.,2020
-117.42443822713983,33.40659213935977,CA3337911735120200609,D65F0439-388F-4168-AACA-A4F2836639A7,INDIA,Wildfire,10020737,MTBS,Initial,24193,33.404,-117.424,2020-06-09,804003720200525,804003720200626,,50,46,-970,-150,150,380,720,,2020
-117.62922838447702,33.90138625711958,CA3389511759820201201,E987A898-7B88-4E75-BCD9-23D08A8C7C2E,AIRPORT,Wildfire,10020751,MTBS,Initial,1623,33.903,-117.625,2020-12-01,804003720201117,804003720201219,,10,23,-970,-150,60,9999,9999,No high or moderate severity was identified.,2020
-117.60594234529236,36.06693617097644,CA3606211763420200821,,COLES FLAT,Wildfire,10020757,MTBS,Initial,41143,36.074,-117.606,2020-08-21,804103520200804,804103520200905,804103520200905,-15,7,-970,-150,35,240,475,,2020
-117.29068385441091,33.381342602940606,CA3340311726720201224,3883D723-E328-4DA2-A7E8-ECBD419B420A,CREEK 5,Wildfire,10020758,MTBS,Initial,4404,33.374,-117.287,2020-12-24,804003720201219,804003720210104,804003720210104,-35,37,-970,-150,20,329,650,High severity areas were identified in extended imagery.,2020
-118.65047795323159,35.30652033904642,CA3531811870820200701,3DE641EE-702E-4EF7-B274-F1B5F12A0506,BENA,Wildfire,10020767,MTBS,Initial,3117,35.306,-118.655,2020-07-01,804103620200617,804103620200703,,3,12,-970,-150,40,9999,9999,No high or moderate severity was identified.,2020
-118.33614889153581,34.45454235221439,CA3446611833020200705,44797D81-7F12-447F-9D0E-B9AB3EBE8D6C,SOLEDAD,Wildfire,10020771,MTBS,Initial,1656,34.453,-118.337,2020-07-05,804103620200703,804103620200719,,25,24,-970,-150,60,400,9999,"No high severity was identified, only a limited amount of moderate severity. 

CA3444211836120200705 is a duplicate of this fire.",2020
-120.55988856250588,36.17603199201037,CA3609512052220200713,8D0B4D83-3B1E-47A1-9F56-C2CAEC1A6697,MINERAL,Wildfire,10020778,MTBS,Initial,29901,36.165,-120.553,2020-07-13,804303520200615,804303520200802,,25,16,-970,-150,70,220,425,Severity verified using high-res postfire Google imagery. IA assessment neccesary to accurately show large areas of low-biomass severity.,2020
-118.55495149996678,34.67681974779765,CA3467911845220200812,BD5901D9-C99A-45CB-B799-F1CAD5F3EA4B,LAKE,Wildfire,10020788,MTBS,Extended,30971,34.686,-118.561,2020-08-12,804103620180425,804103620210503,804103620200921,66,36,-970,-150,150,323,550,"Used 2018 preimage due to it being the best match to post image.

Used perimeter from BAER mapping with slight adjustments.",2020
-118.73321606663907,34.45758649343812,CA3444111874620200817,6072A4CB-F525-4D19-87CC-6BDA2E4FCB1D,HOLSER,Wildfire,10020797,MTBS,Extended (SS),2355,34.457,-118.733,2020-08-17,,804103620210417,,0,0,9999,9999,50,-150,-9999,"Used SS due to inability to find a good image pair.  All previous years were much greener than 2021.  Due to that could not find pair that shows proper dNBR.

No high severity was identified, only some moderate severity.  Very hard to delineate any hig",2020
-116.68837704677567,32.736796734202926,CA3276011669320200905,A55E40C0-7692-40CD-95ED-113D7936B7F7,VALLEY,Wildfire,10020801,MTBS,Extended,16517,32.738,-116.69,2020-09-05,804003720180504,804003720210512,804003720200914,-13,21,-970,-150,40,215,425,Used perimeter from BAER fire with slight adjustments.,2020
-116.6797023225361,33.87353603868096,CA3388811668420200917,FFCB89F5-98FB-4C3A-9554-3D1554181A63,SNOW,Wildfire,10020811,MTBS,Extended,6468,33.869,-116.682,2020-09-17,804003620200509,804003620210512,804003620200930,39,35,-970,-150,135,345,600,Used perimeter from BAER fires with some slight adjustments.,2020
-117.70197939704273,33.911963562621565,CA3387911761920201026,B2E115D6-E687-4E3F-8309-0EAF6530522A,BLUE RIDGE,Wildfire,10020816,MTBS,Initial,13869,33.915,-117.704,2020-10-26,804003720201016,804003720201117,,13,20,-970,-150,60,400,500,"Area is very low biomass, only very limited amount of high and moderate severity was identified.

Used perimeter from BAER mapping with slight adjustments.",2020
-119.56657200464336,38.52211678982945,CA3856811956820200830,4DE3802A-339C-4F3D-BD9A-61D55E9D2AA5,SLINK,Wildfire,10020817,MTBS,Extended,26437,38.521,-119.57,2020-08-30,804203320200827,804303320210805,,10,15,-970,-150,45,350,675,,2020
-120.42407222057365,38.98718404280951,CA3899012039420200908,D1A5A79C-0354-4C70-83EA-9A0F37488850,FORK,Wildfire,10020818,MTBS,Extended,1700,38.984,-120.426,2020-09-08,804303320200903,804303320210805,,36,19,-970,-150,50,340,650,,2020
-117.69969442195448,33.71933231033291,CA3375311768720201026,BDE833A4-B278-4418-8526-67F2BFC7D7CD,SILVERADO,Wildfire,10020826,MTBS,Initial,12515,33.715,-117.7,2020-10-26,804003720201016,804003720201117,804003720201117,-11,34,-970,-150,50,313,600,"Used IA due to areas being too green in extended imagery

High severity areas were identified in extended imagery.

Used perimeter from BAER fire and made some slight adjustments.",2020
-117.66314125345379,33.74026634036383,CA3378011763820201203,F7749F47-7C98-4CEC-A5DE-70DB9A9BE33F,BOND,Wildfire,10020830,MTBS,Initial,6627,33.74,-117.669,2020-12-03,804003720201117,804003720201219,,13,30,-970,-150,70,361,675,"Used IA due to greeness of extended imagery.

High severity was identified using extended imagery.

Used perimeter from BAER fire with slight adjustments.",2020
-120.10881498961358,39.70661772685863,CA3968112017120200814,0896AFFE-7839-40D4-BA6D-407F47E4CAA6,LOYALTON,Wildfire,10020844,MTBS,Initial,45484,39.702,-120.118,2020-08-14,804303220200802,804303220200903,,-3,15,-970,-150,40,309,600,"Used IA due to some of the burn scar disappearing quickly.

High severity areas were identified in extended imagery.

Used perimeter from BAER mapping with slight adjustments.",2020
-119.88113355135137,39.58996135570943,NV3957611991320200627,62E47A68-4054-4EC7-B96E-C467EB196FA4,POEVILLE ROAD,Wildfire,10020881,MTBS,Initial,3161,39.591,-119.88,2020-06-27,804303220190715,804303220200701,,21,20,-970,-150,95,370,9999,"Some burned area is visible in the following year's POG images, but because this is predominately grassland, I went with IA. I was initially going to include some high severity to better represent the higher biomass areas to the southwest of the fire.. b",2020
-120.99898500782177,36.67450366128206,CA3667512102020200715,82C7D25A-86B8-419C-AFAB-EDB8E3C53708,COYOTE,Wildfire,10020907,MTBS,Initial,1557,36.675,-121.002,2020-07-15,804303520190917,804303520200903,,13,20,-970,-150,55,295,9999,,2020
-121.4646969862013,36.07171716207855,CA3612312160220200819,F0A60F88-D1D5-4D86-8105-A3A06456B357,DOLAN,Wildfire,10020909,MTBS,Extended,124382,36.073,-121.468,2020-08-19,804303520200428,804303520210501,,-3,30,-970,-150,60,260,530,,2020
-115.45121720970808,35.94391036328087,NV3594511544620200720,6CB38B09-11A5-477A-9C23-7C5E98E649D7,COTTONWOOD,Wildfire,10020942,MTBS,Initial,2783,35.945,-115.454,2020-07-20,803903520200705,804003520200728,,10,6,-970,-150,20,9999,9999,"No high or moderate severity was identified.

Used perimeter from BAER mapping with slight adjustments.",2020
-119.02235788678766,37.12907069752767,CA3714111902520200908,0DF1645C-5A67-4734-89A6-172330D04945,BULLFROG,Wildfire,10020969,MTBS,Extended,1168,37.127,-119.022,2020-09-08,804203420200827,804203420210915,,-3,30,-970,-150,40,300,625,,2020
-117.92976147467886,34.33253066947079,CA3424811795920200906,56C3E0AE-98EF-4433-863D-23A5DFF3D0C2,BOBCAT,Wildfire,10020990,MTBS,Extended,115728,34.325,-117.936,2020-09-06,804103620200703,804103620210706,804103620201007,80,38,-970,-150,130,332,580,,2020
-118.98696545436887,37.93331497102459,CA3792911898320200817,61092DF2-2505-4B5D-8CC5-D1896138C918,BEACH,Wildfire,10020993,MTBS,Initial,3630,37.933,-118.984,2020-08-17,804203420200726,804203420200827,,5,6,-970,-150,30,9999,9999,,2020
-119.62111883179846,37.882206888007275,CA3788211964320200811,DD23418F-7040-439F-8024-1441931BA3F0,WOLF,Wildfire,10020996,MTBS,Extended,2289,37.883,-119.618,2020-08-11,804203420190825,804203420210830,,23,27,-970,-150,50,240,9999,"Discussed in 01-27-2022 production meeting. There is active fire in the post scene, but it is not within the burned area. Looking at the dNBR will make the fire appear much larger, due ot the active burning to the southwest as well as the BlueJay Fire, w",2020
-121.19483949577732,39.72931235300628,CA4009112093120200817,6701B25B-7005-4C57-8577-96E15AC213C4,NORTH COMPLEX,Wildfire,10020999,MTBS,Extended,316556,39.725,-121.127,2020-08-17,804403220200809,804403220210711,804403220201012,29,22,-970,-150,90,328,600,Complex includes Baer and Claremont fires.,2020
-115.58666624160679,36.338146130236645,NV3630611561820200628,98720F10-0760-4A61-944A-14C27AC54A8F,MAHOGANY,Wildfire,10021004,MTBS,Extended,2713,36.337,-115.588,2020-06-28,803903520191007,804003520211003,,14,15,-970,-150,70,400,650,,2020
-117.906744823677,34.19552831094778,CA3415711791120200813,D3F5D9A5-75C8-4650-87CD-9C3E1051802D,RANCH2,Wildfire,10021006,MTBS,Extended,4490,34.194,-117.908,2020-08-13,804103620200703,804103620210706,804103620200820,80,38,-970,-150,130,332,580,Burn scar to the north is under a different ID.  Burning happened about a month after this burning.,2020
-115.5848350852937,35.293056153662036,CA3530111559820200815,60146AC0-3AC8-462B-AC80-60D31F1B4D96,DOME,Wildfire,10021024,MTBS,Initial,43628,35.302,-115.589,2020-08-15,803903620200806,803903620200822,,-18,5,-970,-150,45,9999,9999,"burned/unburned, no moderate or high severity due to landcover

Scar is slightly visible in 2021 imagery (maybe just soil differences), but I believe that this was only a low-biomass fire, so I am going with an initial assesment.",2020
-120.54201681640781,42.5028444888006,OR4250212055220200721,5C825635-BCE2-46C5-8F5E-4D0C4E8A0F06,BEN YOUNG,Wildfire,10021028,MTBS,Initial,1241,42.505,-120.54,2020-07-21,804403020200708,804403020200809,,26,31,-970,-150,80,324,600,Used perimeter from BAER mapping with slight adjustments.,2020
-119.542297281949,34.03621162012665,CA3404211954320200531,84EB3715-5649-43F0-BC29-B4767EB649A4,SCORPION,Wildfire,10021031,MTBS,Initial,1391,34.035,-119.542,2020-05-31,A11SKT20200521_30m,A11SKT20200610_30m,,48,29,-970,-150,120,480,9999,"Discussed in Prod meeting on 1/13. While the burn scar is visible at POG of 2021, I still decided to go with an initial assessment due to the type of vegetation within the perimeter.",2020
-115.18357898996416,35.190889990566745,CA3517211519520200622,67C8B36C-AF0E-488C-AF84-765AAD6B9D9E,IVANPAH,Wildfire,10021032,MTBS,Initial,1021,35.191,-115.184,2020-06-22,803903620200619,803903620200705,,0,10,-970,-150,25,9999,9999,,2020
-119.9493232166379,35.33034558183599,CA3535111995620200610,F88FECB2-CA1C-4614-A278-B2E71BA65E0C,SODA,Wildfire,10021037,MTBS,Initial,1766,35.33,-119.95,2020-06-10,804203520200523,804203520200710,,3,21,-970,-150,60,9999,9999,"Scenes are 48 days apart.  dNBR offset is still high quality.

No high or moderate severity was identified.",2020
-119.17259780723234,36.5538867437782,CA3656711918320200622,3FEDDBE5-D05E-4ED6-94B5-92DE72CBF550,GRADE,Wildfire,10021038,MTBS,Initial,1119,36.552,-119.172,2020-06-22,804203520200608,804203520200710,,-28,13,-970,-150,25,9999,9999,No high or moderate severity was identified.,2020
-120.0226070002072,35.29577146875169,CA3535112000520200728,A8DB6C0F-972D-4E13-B3FB-DF4F6E0B8C0A,BRANCH,Wildfire,10021040,MTBS,Initial,3305,35.296,-120.023,2020-07-28,804203520200726,804203520200827,,4,22,-970,-150,40,9999,9999,No high or moderate severity was identified.,2020
-118.55162403881975,36.72699542351912,CA3671811855720200821,E2D7ECC4-10C8-433C-AD14-6A7AB77D2B75,MORAINE,Wildfire,10021047,MTBS,Extended,1204,36.728,-118.549,2020-08-21,804103520200617,804103520210620,804103520200921,-8,21,-970,-150,20,194,400,,2020
-120.30036300111398,35.97816594237686,CA3607512023120200815,0F746982-4902-497B-82CD-CC5B16D97F3D,HILLS,Wildfire,10021049,MTBS,Initial,1994,35.978,-120.303,2020-08-15,804203520200811,804203520200827,,11,12,-970,-150,40,9999,9999,No high or moderate severity was identified.,2020
-120.05435769446287,36.0350908578638,CA3605412006420200503,826F830E-7118-4D71-878A-A76B9439E8DF,FIVE,Wildfire,10021052,MTBS,Initial,2034,36.037,-120.055,2020-05-03,804203520180502,804203520200523,,69,38,-970,-150,140,9999,9999,No high or moderate severity was identified.,2020
-120.80510543419122,40.42057828120594,CA4042112086320200718,795DCBB1-F228-4F7B-9C92-14999DC4B397,HOG,Wildfire,10021059,MTBS,Extended,9717,40.424,-120.813,2020-07-18,804403220200708,804403220210711,804403220200809,30,42,-970,-150,80,297,550,Used perimeter from BAER mapping with slight adjustments.,2020
-120.7210393361504,40.32520021973603,CA4027912076220200817,FB31F965-B88D-4C84-8B88-3241F38187CC,SHEEP,Wildfire,10021060,MTBS,Extended,29150,40.316,-120.69,2020-08-17,804403220200708,804403220210711,804403220200910,8,49,-970,-150,120,272,475,Used perimeter from BAER mapping with slight adjustments.,2020
-121.58478015594798,39.97569727296713,CA3996512158220200824,9A02A1DA-E7D2-4567-8DF7-E33A4C9497B4,1-12,Wildfire,10021068,MTBS,Extended,1063,39.976,-121.584,2020-08-24,804403220200708,804403220210711,804403220200926,15,21,-970,-150,55,315,600,,2020
-122.54590533174328,38.53815161174844,CA3855412253120200927,441FD48B-515B-49E8-984C-515EA5D0CD49,GLASS,Wildfire,10021090,MTBS,Extended,68020,38.552,-122.548,2020-09-27,804503320200715,804503320210718,,37,35,-970,-150,65,316,595,,2020
-119.83126423075844,42.466950045878384,OR4245111982720201019,1D750480-D36F-4A35-86A1-F3989891042E,WARNER WETLANDS RX,Prescribed Fire,10021099,MTBS,Initial,1578,42.466,-119.829,2020-10-19,B10TGN20201016_30m,A10TGN20201031_30m,,-7,36,-970,-150,70,9999,9999,No high or moderate severity was identified.,2020
-122.24402368297721,38.62117051441548,CA3850412233720200817,AB8C9F13-A691-48C7-8BF6-3A4A5946F0EF,HENNESSEY,Wildfire,10021102,MTBS,Extended,314241,38.623,-122.283,2020-08-17,804403320200708,804403320210711,,61,43,-970,-150,90,296,540,,2020
-122.99682813869406,39.937587409346534,CA3966012280920200817,EE343B88-0ADB-4C25-B744-6B4CE9DCC6DA,AUGUST COMPLEX,Wildfire,10021108,MTBS,Extended,1068802,39.94,-123.03,2020-08-17,804503220200715,804503220210718,804503220201019,37,34,-970,-150,110,309,550,"CA4012512307320200818, CA4008712298420200819, CA4012212284320201209, CA4009612273420200818, CA3982412319720200910, CA3990412308720200816, CA3976512267320200816, CA3994412291720200819, CA3990812270820200816, CA3953612293920200819, CA3959612274820200817, a",2020
-117.06149871026,33.90081533266467,CA3390911703220201213,1FDE9A25-8AB5-4606-8F61-93EBFA5E7FF0,SANDERSON,Wildfire,10021129,MTBS,Initial,2008,33.9,-117.059,2020-12-13,804003620201203,804003620201219,,-25,10,-970,-150,40,9999,9999,,2020
-116.85846586571353,34.02388891116259,CA3399211696420200731,92EB6A48-F988-48C5-BE65-EB3140DC6E27,APPLE,Wildfire,10021134,MTBS,Extended,32374,34.032,-116.867,2020-07-31,804003620200728,804003620210715,,-17,20,-970,-150,55,310,550,,2020
-116.95678323778311,34.09383728649579,CA3405311699120200905,D5740F18-1E93-436E-B8C7-E68B3F405C00,EL DORADO,Wildfire,10021135,MTBS,Extended,22300,34.081,-116.958,2020-09-05,804003620200728,804003620210715,,13,20,-970,-150,85,325,575,,2020
-123.203794540052,38.505655812630266,CA3851412322420200817,,MEYERS,Wildfire,10021149,MTBS,Initial,2460,38.504,-123.204,2020-08-17,A10SDH20190910_30m,B10SDH20200906_30m,,41,21,-970,-150,100,450,600,High severity areas were identified in extended imagery.,2020
-123.01256608615849,38.61624649955589,CA3867312307820200817,65C80C39-93E6-4E23-964B-10C2EE372FD2,WALLBRIDGE,Wildfire,10021154,MTBS,Extended,55194,38.62,-123.007,2020-08-17,804503320200731,804503320210718,804503320200917,29,28,-970,-150,90,328,600,Burning scar to the west/northwest was visible in preimage and before.,2020
-120.81451293691036,41.06379460351903,CA4106412076220200720,E180DEC7-DA19-459B-9727-B2AE2C2BE0DE,GOLD,Wildfire,10021162,MTBS,Extended,21623,41.06,-120.815,2020-07-20,804403120200708,804403120210711,804403120200809,18,27,-970,-150,100,251,450,,2020
-122.22381081876813,37.14745046465663,CA3726212222320200816,947FBFB1-EBEA-452F-9AD5-E4FC38C05068,CZU AUG LIGHTNING,Wildfire,10021177,MTBS,Extended,85894,37.146,-122.216,2020-08-16,804403420200724,804403420210711,,50,24,-970,-150,80,354,655,,2020
-121.44820732187218,37.35188415487989,CA3742412156820200816,871C357C-444E-437E-AD4D-EBDAF39C3AD6,SCU LIGHTNING COMPLEX,Wildfire,10021184,MTBS,Initial,405787,37.493,-121.5,2020-08-16,804403420190908,804403420201012,,52,43,-970,-150,90,350,640,4-4 fire is included in this complex.,2020
-118.48524590625809,35.45343291051257,CA3546511854420200803,86A3AED4-B7B0-4764-9A33-CF200199B21B,STAGECOACH,Wildfire,10021206,MTBS,Extended,7713,35.454,-118.479,2020-08-03,804103620200617,804103620210604,,37,22,-970,-150,65,250,435,,2020
-122.821158751931,38.02341626705586,CA3801812283920200818,D8BCD0D3-AC7A-40AD-8A14-C34E29BD4126,WOODWARD,Wildfire,10021254,MTBS,Extended,4952,38.024,-122.825,2020-08-18,B10SEH20190816_30m,A10SEH20210721_30m,,37,39,-970,-150,150,367,630,"Used perimeter from BAER mapping.

Northern half of scar is very scattered.",2020
-119.40706426226329,38.55939920245434,CA3851511946520201117,54D7D11C-04DF-418A-9D22-9249FF56A4B8,MOUNTAIN VIEW,Wildfire,10021264,MTBS,Extended,14416,38.563,-119.386,2020-11-17,804303320200802,804303320210805,,-9,17,-970,-150,50,205,400,"Used perimeter from RAVG mapping with slight adjustments.  Exact perimeter was hard to find.

High severity areas were identified in higher biomass areas.",2020
-121.65415323953664,36.4170184421031,CA3644612168220200818,BBB4EB3D-47BC-4068-AF1F-CD5B45501813,CARMEL,Wildfire,10021276,MTBS,Extended,7299,36.421,-121.652,2020-08-18,804303520200701,804303520210704,,40,23,-970,-150,100,278,500,"Used extended even though some areas did green up.  Some areas that appear s unburnt were burned.

Burn scar to the NE is under a different ID.",2020
-117.46365040272573,36.01163386159189,CA3606611745820200728,,JUNCTION RANCH,Wildfire,10021278,MTBS,Extended,9337,36.022,-117.458,2020-07-28,804103520200617,804103520210604,,16,11,-970,-150,90,200,9999,,2020
-122.6217657231157,40.437066116544166,CA4054112256820200927,50253DF3-A05D-4951-8D9A-E8E8658A57B5,ZOGG,Wildfire,10021289,MTBS,Initial,56941,40.422,-122.62,2020-09-27,B10TEK20200926_30m,B10TEK20201009_30m,,9,18,-970,-150,40,345,570,,2020
-121.56705160586792,36.48128506993951,CA3656312164020200816,D87D9FB8-3E55-4CF8-BB70-F099C48AB590,RIVER,Wildfire,10021353,MTBS,Extended,51582,36.487,-121.568,2020-08-16,804303520190512,804303520210501,804303520200903,78,42,-970,-150,120,372,660,"Used perimeter from BAER mapping with slight adjustments.

Area that appears unburnt was actually burnt.  Just low biomass and does not appear on extended imagery.",2020
-120.25087012197122,42.11155306176115,OR4209412026920200816,2D317440-5A5C-43E2-82E4-E89AE2B922DF,CRANE,Wildfire,10021423,MTBS,Extended,2959,42.112,-120.251,2020-08-16,804403120200622,804403120210625,804403120200910,-11,48,-970,-150,60,306,580,,2020
-119.57960788280916,38.86298903428321,NV3884311963920200707,08906405-D2A2-478D-A367-32198983F7CC,NUMBERS,Wildfire,10021426,MTBS,Initial,18998,38.861,-119.58,2020-07-07,804303320200701,804303320200802,,14,10,-970,-150,40,220,470,,2020
-119.53752476195993,38.86836601837373,NV3887811956320200624,651D1262-F9C3-41E9-AF32-72EE7C99E245,MONARCH,Wildfire,10021436,MTBS,Initial,2373,38.868,-119.541,2020-06-24,804303320190715,804303320200701,,-24,22,-970,-150,80,380,575,,2020
-121.45451414860783,37.01701295156383,CA3702412151420200705,5D075A6A-350E-497F-B977-A6DCF275B2EC,CREWS,Wildfire,10021493,MTBS,Initial,5802,37.015,-121.46,2020-07-05,804403420190908,804403420201012,,52,43,-970,-150,90,350,640,,2020
-121.04605577431786,36.20987352280596,CA3627712094320190625,EDEA7D75-AFD3-460B-B5BF-3AAD08899DBE,LONOAK,Wildfire,10015604,MTBS,Initial,2612,36.207,-121.043,2019-06-25,804303520190613,804303520190715,,46,26,-970,-150,75,9999,9999,,2019
-120.3723680460765,35.675652866478515,CA3566212040420190612,ECE6470F-193E-4DCF-9AE9-DBD792AD7913,MCMILLAN,Wildfire,10015607,MTBS,Initial,1961,35.677,-120.373,2019-06-12,804203520190606,804203520190708,,-24,7,-970,-150,40,9999,9999,,2019
-119.62505451054561,35.706722111277216,CA3572011963220190507,DD2B053D-B6D6-49C7-A077-A5ED37669C80,REFUGE,Wildfire,10015609,MTBS,Initial,3418,35.707,-119.617,2019-05-07,804203520190505,804203520190622,,70,34,-970,-150,170,9999,9999,,2019
-121.25707902029012,37.47724134147665,CA3747212124920190625,02F5A6D9-30E9-4B60-9583-6081C60C4955,ROCK,Wildfire,10015610,MTBS,Initial,2451,37.475,-121.257,2019-06-25,804303420190613,804303420190715,,-24,8,-970,-150,30,420,570,,2019
-120.78130305478992,37.19342078261255,CA3719112078820191002,,CALUR-FY20-RX-W,Prescribed Fire,10015612,MTBS,Initial,1003,37.194,-120.78,2019-10-02,804303420190917,804303420191019,,15,39,-970,-150,90,9999,9999,,2019
-120.15819242669598,38.70540631865414,CA3872412014620191010,604CD457-415F-423B-8D85-9F8422A6969A,CAPLES,Wildfire,10015621,MTBS,Extended,3508,38.706,-120.16,2019-10-10,804303320190715,804303320200717,,-3,26,-970,-150,60,340,850,"Used BAER perimeter to be consistent with BAER and RAVG mappings.
Portions of this burned area have no or very sparse pre-fire tree cover. rdnbr suggested high severity as well as BAER preliminary mapping. SBS data show moderate severity in the areas th",2019
-120.15108588816967,37.55271182956604,CA3755212015420190901,,UNNAMED,Unknown,10015631,MTBS,Initial,1100,37.552,-120.151,2019-09-01,804303420190816,804303420190917,,-25,15,-970,-150,5,475,9999,,2019
-122.63306725025504,40.05571197442049,CA4004012260920191103,F79A7B97-0262-4807-8BB9-9A4F0B3CDA00,RANCH,Wildfire,10015669,MTBS,Extended,2930,40.055,-122.628,2019-11-03,804503220190510,804503220200528,,79,23,-970,-150,85,380,650,,2019
-122.67635443016694,40.154660257571834,CA4012012264020190905,CC70F3A6-0402-4CAC-9054-8B160525E251,RED BANK,Wildfire,10015673,MTBS,Extended,8179,40.157,-122.676,2019-09-05,804503220190510,804503220200528,,70,34,-970,-150,110,350,590,,2019
